Player,Country,Matches,Innings,Wickets,Runs,Best-bowling-figure,Strike-Rate,Average,Economy,4-Wickets,Fifer,Starting Year,Ending Year
CEW Silverwood,England,7,7,6,244,3/43,51.0,40.66,4.78,0,0,1996,2001
NMK Smith,England,7,6,6,190,3/29,43.5,31.66,4.36,0,0,1996,1996
G Snyman,Namibia,5,5,6,281,3/69,48.0,46.83,5.85,0,0,2003,2003
JH Stander,Scotland,5,4,6,166,2/25,25.0,27.66,6.64,0,0,2009,2012
DA Stirling,New Zealand,6,6,6,207,2/29,41.0,34.5,5.04,0,0,1984,1984
Taijul Islam,Bangladesh,6,6,6,220,4/11,57.0,36.66,3.85,1,0,2014,2019
Talha Jubair,Bangladesh,6,6,6,255,4/65,34.0,42.5,7.5,1,0,2002,2003
HP Tillakaratne,Sri Lanka,200,15,6,141,1/3,30.0,23.5,4.7,0,0,1986,2003
AC Voges,Australia,31,15,6,276,1/3,50.1,46.0,5.5,0,0,2007,2013
KPJ Warnaweera,Sri Lanka,6,6,6,200,2/24,49.0,33.33,4.08,0,0,1990,1993
K Weeraratne,Sri Lanka,15,14,6,385,3/46,80.0,64.16,4.81,0,0,2000,2008
Jai P Yadav,India,12,10,6,326,2/32,66.0,54.33,4.93,0,0,2002,2005
Zahid Shah,UAE,2,2,6,98,3/49,20.0,16.33,4.9,0,0,2008,2008
Abu Jayed,Bangladesh,2,2,5,114,5/58,21.6,22.8,6.33,0,1,2019,2019
Asif Masood,Pakistan,7,7,5,234,2/9,80.4,46.8,3.49,0,0,1973,1976
ST Banerjee,India,6,6,5,202,3/30,48.0,40.4,5.05,0,0,1991,1992
GJ Batty,England,10,9,5,366,2/40,88.0,73.2,4.99,0,0,2002,2009
A Bhandari,India,2,2,5,106,3/31,21.2,21.2,6.0,0,0,2000,2004
Bilal Asif,Pakistan,3,3,5,96,5/25,26.4,19.2,4.36,0,1,2015,2015
G Boycott,England,36,6,5,105,2/14,33.6,21.0,3.75,0,0,1971,1981
D Brown,West Indies,3,3,5,124,3/21,30.0,24.8,4.96,0,0,2001,2002
MG Burmester,Zimbabwe,8,7,5,213,3/36,41.8,42.6,6.11,0,0,1992,1995
IW Callen,Australia,5,4,5,148,3/24,36.0,29.6,4.93,0,0,1978,1982
J Cameron-Dow,Ireland,4,4,5,151,3/32,37.2,30.2,4.87,0,0,2019,2019
TK Canning,New Zealand,4,4,5,203,2/30,40.8,40.6,5.97,0,0,2003,2005
NM Carter,Scotland,3,3,5,132,3/27,35.0,26.4,4.52,0,0,2013,2013
NGB Cook,England,3,3,5,95,2/18,28.8,19.0,3.95,0,0,1984,1989
DJ Cullinan,South Africa,138,9,5,124,2/30,34.8,24.8,4.27,0,0,1993,2000
BCJ Cutting,Australia,4,4,5,158,3/45,43.2,31.6,4.38,0,0,2013,2014
PC de Silva,Sri Lanka,7,7,5,256,2/29,63.2,51.2,4.86,0,0,2014,2017
NR Dyer,Scotland,5,3,5,117,2/26,31.2,23.4,4.5,0,0,1999,1999
Elias Sunny,Bangladesh,4,4,5,161,2/21,40.8,32.2,4.73,0,0,2011,2012
GM Ewing,Zimbabwe,7,7,5,236,3/31,62.4,47.2,4.53,0,0,2004,2005
Fareed Ahmad,Afghanistan,5,4,5,143,3/65,30.0,28.6,5.72,0,0,2014,2017
Fawad Alam,Pakistan,38,13,5,377,1/8,79.6,75.4,5.68,0,0,2007,2015
MVT Fernando,Sri Lanka,8,8,5,337,1/35,59.4,67.4,6.8,0,0,2017,2019
WT Gavera,Papua New Guinea,4,4,5,160,3/49,38.4,32.0,5.0,0,0,2014,2017
Gholam Nousher,Bangladesh,9,9,5,314,1/27,81.6,62.8,4.61,0,0,1986,1990
RC Haynes,West Indies,8,7,5,224,2/36,54.0,44.8,4.97,0,0,1989,1991
TJ Heggelman,Netherlands,5,3,5,86,3/29,20.4,17.2,5.05,0,0,2010,2011
IG Holland,USA,4,4,5,100,3/11,27.6,20.0,4.34,0,0,2019,2019
RO Hurley,West Indies,9,7,5,313,1/25,75.6,62.6,4.96,0,0,2003,2004
Ijaz Ahmed,Pakistan,250,28,5,476,2/31,127.4,95.2,4.48,0,0,1986,2000
Jasdeep Singh,USA,4,4,5,104,4/51,22.8,20.8,5.47,1,0,2019,2019
Jay Odedra,Oman,2,2,5,82,4/34,24.0,16.4,4.1,1,0,2019,2019
S Jeganathan,Sri Lanka,5,5,5,208,2/45,55.2,41.6,4.52,0,0,1983,1988
D Joseph,Canada,4,4,5,170,2/42,37.2,34.0,5.48,0,0,2003,2003
Karan KC,Nepal,5,5,5,199,2/31,46.8,39.8,5.1,0,0,2018,2019
RJ Kennedy,New Zealand,7,7,5,283,2/36,62.4,56.6,5.44,0,0,1996,1996
SC Kuggeleijn,New Zealand,2,2,5,58,3/41,16.8,11.6,4.14,0,0,2017,2017
JB Little,Ireland,4,4,5,262,4/45,43.2,52.4,7.27,1,0,2019,2019
SW Lubbers,Netherlands,4,4,5,187,3/48,43.2,37.4,5.19,0,0,1996,1996
MAWR Madurasinghe,Sri Lanka,12,11,5,358,1/11,96.0,71.6,4.47,0,0,1988,1992
Manzoor Akhtar,Pakistan,7,6,5,184,4/50,39.8,36.8,5.54,1,0,1997,1998
Mohammad Hasnain,Pakistan,5,5,5,303,2/52,49.2,60.6,7.39,0,0,2019,2019
Mohammad Khalil,Pakistan,3,3,5,144,2/55,28.8,28.8,6.0,0,0,2005,2005
HJC Mol,Netherlands,11,7,5,149,2/17,36.4,29.8,4.91,0,0,2002,2008
J Mulder,Ireland,4,4,5,155,3/57,37.2,31.0,5.0,0,0,2017,2017
Nadeem Ghauri,Pakistan,6,6,5,230,2/51,68.4,46.0,4.03,0,0,1990,1990
Naseer Malik,Pakistan,3,3,5,98,2/37,36.0,19.6,3.26,0,0,1975,1975
BP Nash,West Indies,9,6,5,224,3/56,58.8,44.8,4.57,0,0,2008,2009
Nazmul Islam,Bangladesh,5,5,5,224,2/38,52.8,44.8,5.09,0,0,2018,2018
TS Nethula,New Zealand,5,5,5,249,2/41,52.8,49.8,5.65,0,0,2012,2012
LN Oluoch,Kenya,2,2,5,79,3/41,19.2,15.8,4.93,0,0,2011,2011
ARM Opatha,Sri Lanka,5,5,5,180,3/31,50.6,36.0,4.26,0,0,1975,1979
SMA Priyanjan,Sri Lanka,23,14,5,233,2/11,53.0,46.6,5.27,0,0,2013,2015
Qaiser Ali,Canada,17,6,5,132,3/28,36.4,26.4,4.35,0,0,2006,2008
DB Rundle,South Africa,2,2,5,95,4/42,19.2,19.0,5.93,1,0,1994,1994
Saleem Altaf,Pakistan,6,6,5,151,2/7,57.0,30.2,3.17,0,0,1973,1978
IDK Salisbury,England,4,4,5,177,3/41,37.2,35.4,5.7,0,0,1993,1994
TAP Sekhar,India,4,4,5,128,3/23,31.2,25.6,4.92,0,0,1983,1985
JJ Smit,Namibia,5,5,5,120,3/21,31.2,24.0,4.61,0,0,2019,2019
RS Sodhi,India,18,14,5,365,2/31,92.4,73.0,4.74,0,0,2000,2002
RD Steede,Bermuda,8,8,5,257,1/21,62.4,51.4,4.94,0,0,2006,2008
Sunzamul Islam,Bangladesh,3,3,5,79,2/22,30.0,15.8,3.16,0,0,2017,2018
Tanveer Ahmed,Hong Kong,6,6,5,208,2/49,45.8,41.6,5.44,0,0,2016,2018
MK Tiwary,India,12,6,5,150,4/61,26.4,30.0,6.81,1,0,2008,2015
GC Tonge,West Indies,5,5,5,224,4/25,60.0,44.8,4.48,1,0,2009,2009
S Venkataraghavan,India,15,14,5,542,2/34,173.6,108.4,3.74,0,0,1974,1983
T Yohannan,India,3,3,5,122,3/33,24.0,24.4,6.1,0,0,2002,2002
Sultan Zarawani,UAE,7,7,5,257,2/49,52.8,51.4,5.84,0,0,1994,1996
Aamer Hanif,Pakistan,5,4,4,122,3/36,32.5,30.5,5.63,0,0,1993,1995
Afzaal Haider,Hong Kong,4,4,4,227,1/31,45.0,56.75,7.56,0,0,2004,2008
FA Allen,West Indies,12,11,4,360,2/40,90.0,90.0,6.0,0,0,2018,2019
J Angel,Australia,3,3,4,113,2/47,40.5,28.25,4.18,0,0,1994,1995
Ashfaq Ahmed,UAE,16,7,4,185,2/55,55.7,46.25,4.97,0,0,2018,2019
Asim Butt,Scotland,5,5,4,148,2/24,55.5,37.0,4.0,0,0,1999,1999
Azhar Ali,Pakistan,53,14,4,260,2/26,64.5,65.0,6.04,0,0,2011,2018
Azhar Hossain,Bangladesh,7,7,4,209,1/20,65.7,52.25,4.76,0,0,1988,1990
GR Beard,Australia,2,2,4,70,2/20,28.0,17.5,3.75,0,0,1981,1981
DM Benkenstein,South Africa,23,4,4,44,3/5,16.2,11.0,4.06,0,0,1998,2002
MJ Bennett,Australia,8,8,4,275,2/27,102.0,68.75,4.04,0,0,1984,1985
Bilal Khan,Oman,4,4,4,151,2/32,55.5,37.75,4.08,0,0,2019,2019
JL Carter,West Indies,33,12,4,160,2/14,34.0,40.0,7.05,0,0,2015,2019
NA David,India,4,4,4,133,3/21,48.0,33.25,4.15,0,0,1997,1997
AP Devcich,New Zealand,12,11,4,291,2/33,81.0,72.75,5.38,0,0,2013,2016
R Dravid,India,344,8,4,170,2/43,46.5,42.5,5.48,0,0,1996,2011
CJ Drum,New Zealand,5,5,4,261,2/31,54.0,65.25,7.25,0,0,1999,1999
Ehsan Adil,Pakistan,6,6,4,223,1/31,56.2,55.75,5.94,0,0,2013,2015
AJ Finch,Australia,119,19,4,239,1/2,66.5,59.75,5.39,0,0,2013,2019
N Gifford,England,2,2,4,50,4/23,30.0,12.5,2.5,1,0,1985,1985
MW Goodwin,Zimbabwe,71,15,4,210,1/12,62.0,52.5,5.08,0,0,1998,2000
MJ Guptill,New Zealand,179,11,4,98,2/6,27.2,24.5,5.39,0,0,2009,2019
R Illingworth,England,3,2,4,84,3/50,32.5,21.0,3.87,0,0,1971,1973
Ilyas Gull,Hong Kong,2,2,4,113,3/46,28.5,28.25,5.94,0,0,2004,2004
Intikhab Alam,Pakistan,4,4,4,118,2/36,39.5,29.5,4.48,0,0,1973,1976
MM Iqbal,Scotland,13,8,4,270,2/35,67.5,67.5,6.0,0,0,2009,2014
KCB Jeremy,West Indies,6,5,4,163,2/42,48.0,40.75,5.09,0,0,2000,2001
AH Jones,New Zealand,87,11,4,216,2/42,76.5,54.0,4.23,0,0,1987,1995
Jubair Hossain,Bangladesh,3,3,4,114,2/41,28.5,28.5,6.0,0,0,2014,2015
Junaid Siddiqui,Canada,9,9,4,302,1/20,100.0,75.5,4.53,0,0,2011,2014
K Kamyuka,Canada,2,2,4,47,4/38,11.7,11.75,6.0,1,0,2013,2013
E Katchay,Canada,5,5,4,143,3/39,43.5,35.75,4.93,0,0,2008,2009
V Kohli,India,242,48,4,665,1/15,160.2,166.25,6.22,0,0,2008,2019
BC Lara,West Indies,299,5,4,61,2/5,12.2,15.25,7.46,0,0,1990,2007
B Laughlin,Australia,5,5,4,219,1/28,56.0,54.75,5.86,0,0,2009,2009
DV Lawrence,England,1,1,4,67,4/67,16.5,16.75,6.09,1,0,1991,1991
OC McCoy,West Indies,2,2,4,109,2/38,21.0,27.25,7.78,0,0,2018,2018
A McGrath,England,14,7,4,175,1/13,57.0,43.75,4.6,0,0,2003,2004
LD Madushanka,Sri Lanka,4,4,4,172,2/70,36.0,43.0,7.16,0,0,2017,2017
T Maruma,Zimbabwe,21,9,4,230,2/50,56.2,57.5,6.13,0,0,2007,2019
Mehrab Hossain jnr,Bangladesh,18,10,4,214,2/30,63.2,53.5,5.07,0,0,2006,2009
JP Millmow,New Zealand,5,5,4,232,2/22,67.5,58.0,5.15,0,0,1990,1990
Mohammad Talha,Pakistan,3,3,4,146,2/22,30.5,36.5,7.18,0,0,2014,2014
Mosharraf Hossain,Bangladesh,5,5,4,147,3/24,49.5,36.75,4.45,0,0,2008,2016
AMN Munasinghe,Sri Lanka,5,5,4,146,3/30,54.2,36.5,4.03,0,0,1994,1996
Nizakat Khan,Hong Kong,20,6,4,119,1/11,36.2,29.75,4.92,0,0,2014,2018
G Onions,England,4,4,4,185,2/58,51.0,46.25,5.44,0,0,2009,2009
SD Parry,England,2,2,4,92,3/32,28.5,23.0,4.84,0,0,2014,2014
BJ Patel,Kenya,31,8,4,163,2/20,41.2,40.75,5.92,0,0,2001,2006
D Paterson,South Africa,4,4,4,217,3/44,52.2,54.25,6.22,0,0,2017,2019
MR Ramprakash,England,18,5,4,108,3/28,33.0,27.0,4.9,0,0,1991,2001
B Regmi,Nepal,4,4,4,117,2/49,43.5,29.25,4.03,0,0,2018,2019
AM Salvi,India,4,4,4,120,2/15,43.0,30.0,4.18,0,0,2003,2003
JA Samarasekera,UAE,7,7,4,236,1/17,73.5,59.0,4.81,0,0,1994,1996
Shaiman Anwar,UAE,40,7,4,134,3/61,29.2,33.5,6.87,0,0,2014,2019
V Shankar,India,12,9,4,210,2/15,58.2,52.5,5.4,0,0,2019,2019
Sheikh Salahuddin,Bangladesh,6,6,4,249,2/48,61.5,62.25,6.07,0,0,1997,1997
ED Solkar,India,7,6,4,169,2/31,63.0,42.25,4.02,0,0,1974,1976
BR Taylor,New Zealand,2,2,4,62,3/25,28.5,15.5,3.26,0,0,1973,1973
DJ Terbrugge,South Africa,4,4,4,105,4/20,31.5,26.25,5.0,1,0,2000,2000
ME Trescothick,England,123,13,4,219,2/7,58.0,54.75,5.66,0,0,2000,2006
AJ Tudor,England,3,3,4,136,2/30,31.7,34.0,6.42,0,0,2002,2002
RG Twose,New Zealand,87,11,4,235,2/31,68.0,58.75,5.18,0,0,1995,2001
PS Vaidya,India,4,4,4,174,2/41,46.0,43.5,5.67,0,0,1995,1996
PA van Meekeren,Netherlands,5,5,4,161,2/30,52.5,40.25,4.6,0,0,2013,2019
LP van Troost,Netherlands,23,11,4,280,2/29,61.5,70.0,6.82,0,0,2002,2007
MDJ Walker,New Zealand,3,3,4,119,4/49,33.0,29.75,5.4,1,0,2003,2003
HR Walsh,West Indies,5,5,4,160,3/36,40.0,40.0,6.0,0,0,2019,2019
KD Walters,Australia,28,10,4,273,2/24,78.5,68.25,5.21,0,0,1971,1981
RJ Webb,New Zealand,3,3,4,105,2/28,40.2,26.25,3.91,0,0,1983,1983
JW Wilson,New Zealand,6,6,4,260,2/21,60.5,65.0,6.44,0,0,1993,2005
Yasir Arafat,Pakistan,11,10,4,373,1/28,103.5,93.25,5.4,0,0,2000,2009
B Yograj Singh,India,6,5,4,186,2/44,61.0,46.5,4.57,0,0,1980,1981
Zaheer Maqsood,UAE,2,2,4,116,2/56,30.0,29.0,5.8,0,0,2015,2015
Zulfiqar Ali,South Africa,3,3,4,166,3/63,52.5,41.5,4.74,0,0,1975,1975
Zulfiqar Babar,Pakistan,5,5,4,246,2/52,73.5,61.5,5.02,0,0,2014,2015
NP Kenjige,USA,4,4,3,129,1/26,52.0,43.0,4.96,0,0,2019,2019
Aamer Malik,Pakistan,24,5,3,86,2/35,40.0,28.66,4.3,0,0,1988,1994
JS Ababu,Kenya,9,8,3,255,1/26,96.0,85.0,5.31,0,0,1999,2006
Abu Hider,Bangladesh,2,2,3,89,2/50,36.0,29.66,4.94,0,0,2018,2018
JP Agnew,England,3,3,3,120,3/38,42.0,40.0,5.71,0,0,1985,1985
CR Amini,Papua New Guinea,2,2,3,79,2/33,36.0,26.33,4.38,0,0,2014,2014
HAG Anthony,West Indies,3,3,3,143,2/47,52.0,47.66,5.5,0,0,1995,1995
Asghar Afghan,Afghanistan,111,7,3,91,1/1,46.3,30.33,3.92,0,0,2009,2019
AM Bacher,South Africa,13,3,3,64,2/36,36.0,21.33,3.55,0,0,1997,2005
HK Badani,India,40,9,3,149,1/7,61.0,49.66,4.88,0,0,2000,2004
PJ Bakker,Netherlands,5,5,3,215,2/51,86.0,71.66,5.0,0,0,1996,1996
RL Bhudia,Kenya,5,5,3,151,2/42,60.0,50.33,5.03,0,0,2008,2009
Bhupinder Singh snr,India,2,2,3,78,3/34,34.0,26.0,4.58,0,0,1994,1994
RJ Bright,Australia,11,10,3,350,1/28,154.0,116.66,4.54,0,0,1974,1986
AJ Burger,Namibia,6,5,3,104,1/18,32.0,34.66,6.5,0,0,2003,2003
DK Butler,West Indies,5,5,3,188,1/25,82.0,62.66,4.58,0,0,2005,2006
SJ Cameron,Scotland,2,2,3,123,2/64,36.3,41.0,6.77,0,0,2018,2018
PE Cantrell,Netherlands,5,5,3,170,1/18,62.0,56.66,5.48,0,0,1996,1996
BS Chandrasekhar,India,1,1,3,36,3/36,18.6,12.0,3.85,0,0,1976,1976
U Chatterjee,India,3,3,3,117,2/35,53.6,39.0,4.36,0,0,1995,1995
WM Clark,Australia,2,2,3,61,2/39,33.3,20.33,3.66,0,0,1978,1978
LA Dawson,England,3,2,3,96,2/70,28.0,32.0,6.85,0,0,2016,2018
NA de Groot,Canada,6,3,3,88,2/45,27.0,29.33,6.51,0,0,2003,2003
RL Dias,Sri Lanka,58,6,3,70,3/25,18.6,23.33,7.5,0,0,1979,1987
BL D'Oliveira,England,4,4,3,140,1/19,68.0,46.66,4.11,0,0,1971,1972
KG Duers,Zimbabwe,6,6,3,256,1/17,100.0,85.33,5.12,0,0,1992,1992
Ehsanul Haque,Bangladesh,6,3,3,113,2/34,47.0,37.66,4.8,0,0,2002,2003
Fawad Ahmed,Australia,3,3,3,145,1/39,48.0,48.33,6.04,0,0,2013,2013
Fayyaz Butt,Oman,5,5,3,165,2/28,66.0,55.0,5.0,0,0,2019,2019
IS Gallage,Sri Lanka,3,3,3,115,2/42,48.0,38.33,4.79,0,0,1999,2001
JC Gamage,Sri Lanka,4,4,3,104,2/17,44.0,34.66,4.72,0,0,1995,1995
B Geeves,Australia,2,2,3,78,2/11,30.0,26.0,5.2,0,0,2008,2009
RS Ghai,India,6,6,3,260,1/38,91.6,86.66,5.67,0,0,1984,1986
AP Grayson,England,2,2,3,60,3/40,30.0,20.0,4.0,0,0,2000,2001
Haafiz Shahid,Pakistan,3,3,3,112,2/56,42.3,37.33,5.29,0,0,1988,1988
GM Hamilton,Scotland,38,6,3,160,2/36,73.3,53.33,4.36,0,0,1999,2010
PL Harris,South Africa,3,3,3,83,2/30,60.0,27.66,2.76,0,0,2008,2008
Hasti Gul,Afghanistan,2,2,3,73,2/48,38.0,24.33,3.84,0,0,2009,2009
KC Hodsoll,Bermuda,3,3,3,100,2/48,34.0,33.33,5.88,0,0,2007,2008
CK Hooper,Canada,5,5,3,181,1/17,56.3,60.33,6.42,0,0,2007,2010
GP Howarth,New Zealand,70,7,3,68,1/4,30.0,22.66,4.53,0,0,1975,1985
Inzamam-ul-Haq,Pakistan,378,6,3,64,1/0,19.3,21.33,6.62,0,0,1991,2007
Iqbal Sikander,Pakistan,4,4,3,147,1/30,70.0,49.0,4.2,0,0,1992,1992
SD Jack,South Africa,2,2,3,86,2/41,36.0,28.66,4.77,0,0,1994,1995
GSNFG Jayasuriya,Sri Lanka,12,11,3,277,1/15,104.0,92.33,5.32,0,0,2015,2019
DM Jones,Australia,164,8,3,81,2/34,35.3,27.0,4.58,0,0,1984,1994
Junaid Zia,Pakistan,4,4,3,127,3/21,48.3,42.33,5.25,0,0,2003,2003
AI Kallicharran,West Indies,31,4,3,64,2/10,35.0,21.33,3.65,0,0,1973,1981
Kamran Hussain,Pakistan,2,2,3,67,2/32,34.0,22.33,3.94,0,0,2008,2008
Khalid Khan,Hong Kong,2,2,3,93,2/62,36.0,31.0,5.16,0,0,2004,2004
BL Kotze,Namibia,5,5,3,276,2/51,86.0,92.0,6.41,0,0,2003,2003
BP Kruger,Netherlands,5,5,3,131,3/21,61.3,43.66,4.27,0,0,2010,2011
DSK Madushanka,Sri Lanka,1,1,3,26,3/26,12.3,8.66,4.21,0,0,2018,2018
AK Markram,South Africa,26,6,3,132,2/18,40.0,44.0,6.6,0,0,2017,2019
RAL Massie,Australia,3,3,3,129,2/35,61.0,43.0,4.22,0,0,1972,1972
Mehmood Quaraishy,South Africa,3,2,3,94,2/55,36.0,31.33,5.22,0,0,1975,1975
JM Mennie,Australia,2,2,3,131,3/49,40.0,43.66,6.55,0,0,2016,2016
PL Mhambrey,India,3,3,3,120,2/69,42.0,40.0,5.71,0,0,1996,1998
A Mithun,India,5,5,3,203,2/32,60.0,67.66,6.76,0,0,2010,2011
Mohammad Nazir,Pakistan,4,4,3,156,2/37,74.0,52.0,4.21,0,0,1980,1984
GMC Mol,Netherlands,6,6,3,111,2/23,54.0,37.0,4.11,0,0,2007,2008
N M'shangwe,Zimbabwe,6,6,3,260,2/50,112.0,86.66,4.64,0,0,2011,2014
Najeeb Amar,Hong Kong,4,4,3,172,2/40,80.0,57.33,4.3,0,0,2004,2008
Nasir Aziz,UAE,5,5,3,257,1/50,88.0,85.66,5.84,0,0,2014,2015
N Ncube,Zimbabwe,1,1,3,69,3/69,17.6,23.0,7.81,0,0,2011,2011
RG Nijman,Netherlands,1,1,3,31,3/31,16.3,10.33,3.79,0,0,2009,2009
D Olivier,South Africa,2,2,3,124,2/73,38.0,41.33,6.52,0,0,2019,2019
A Patel,Canada,2,2,3,73,3/41,20.0,24.33,7.3,0,0,2003,2003
Pervez Mir,Pakistan,3,3,3,77,1/17,40.6,25.66,3.78,0,0,1975,1977
RT Ponting,Australia,375,5,3,104,1/12,50.0,34.66,4.16,0,0,1995,2012
GD Porter,Australia,2,2,3,33,2/13,36.0,11.0,1.83,0,0,1979,1979
R Powell,West Indies,34,13,3,243,1/7,81.6,81.0,5.95,0,0,2016,2018
D Ramnarine,West Indies,4,4,3,164,2/52,66.6,54.66,4.92,0,0,1997,2001
SK Ranasinghe,Sri Lanka,4,4,3,96,1/28,42.0,32.0,4.57,0,0,1986,1986
AT Rayudu,India,55,9,3,124,1/5,40.3,41.33,6.14,0,0,2013,2019
Sabbir Rahman,Bangladesh,66,21,3,345,1/12,102.0,115.0,6.76,0,0,2014,2019
Saleem Raza,UAE,6,6,3,179,1/17,64.0,59.66,5.59,0,0,1994,1996
GS Sandhu,Australia,2,2,3,107,2/49,40.0,35.66,5.35,0,0,2015,2015
Sarandeep Singh,India,5,5,3,180,2/34,86.0,60.0,4.18,0,0,2002,2003
KF Semple,West Indies,7,4,3,121,2/35,44.0,40.33,5.5,0,0,1999,1999
Shahid Saeed,Pakistan,10,7,3,159,2/20,74.0,53.0,4.29,0,0,1989,1993
R Shepherd,West Indies,3,3,3,101,2/32,36.6,33.66,5.5,0,0,2019,2019
L Siaka,Papua New Guinea,25,11,3,146,2/33,68.0,48.66,4.29,0,0,2014,2019
V Sibanda,Zimbabwe,127,11,3,265,1/12,89.0,88.33,5.95,0,0,2003,2016
D Soraine,Canada,4,3,3,94,2/57,37.6,31.33,4.99,0,0,2006,2012
KR Stackpole,Australia,6,2,3,54,3/40,25.6,18.0,4.2,0,0,1971,1974
LW Stott,New Zealand,1,1,3,48,3/48,24.0,16.0,4.0,0,0,1979,1979
GP Sulzberger,New Zealand,3,3,3,102,1/28,44.0,34.0,4.63,0,0,2000,2000
MR Swart,Netherlands,12,11,3,306,1/21,122.0,102.0,5.01,0,0,2011,2014
AR Tait,New Zealand,5,5,3,88,2/37,40.0,29.33,4.4,0,0,1998,1999
HDRL Thirimanne,Sri Lanka,127,4,3,94,2/36,34.6,31.33,5.42,0,0,2010,2019
JG Thomas,England,3,3,3,144,2/59,52.0,48.0,5.53,0,0,1986,1987
FJ Titmus,England,2,1,3,53,3/53,18.6,17.66,5.67,0,0,1975,1975
MS Tshabalala,South Africa,4,4,3,151,1/30,50.0,50.33,6.04,0,0,2007,2007
S Tyagi,India,4,4,3,144,1/15,55.0,48.0,5.23,0,0,2009,2010
JN Valentine,Canada,3,3,3,66,1/18,38.0,22.0,3.47,0,0,1979,1979
Wajahatullah Wasti,Pakistan,15,3,3,69,3/36,18.3,23.0,7.52,0,0,1999,2000
LJ Woodcock,New Zealand,4,4,3,155,2/58,54.6,51.66,5.67,0,0,2011,2011
HN Ya France,Namibia,4,4,3,96,2/31,46.0,32.0,4.17,0,0,2019,2019
GN Yallop,Australia,30,4,3,119,2/28,46.0,39.66,5.17,0,0,1978,1984
Younis Khan,Pakistan,265,20,3,288,1/3,94.6,96.0,6.08,0,0,2000,2015
Zafar Iqbal,Pakistan,8,7,3,137,2/37,66.0,45.66,4.15,0,0,1995,1995
Zahid Ahmed,Pakistan,2,2,3,61,2/24,32.0,20.33,3.81,0,0,1987,1987
Aamer Yamin,Pakistan,4,4,2,154,1/38,78.0,77.0,5.92,0,0,2015,2018
Aamir Kaleem,Oman,2,2,2,54,2/30,38.5,27.0,4.2,0,0,2019,2019
Abdullah Mazari,Afghanistan,2,2,2,49,1/18,48.0,24.5,3.06,0,0,2010,2010
Ahmed Shehzad,Pakistan,81,9,2,140,1/22,57.5,70.0,7.3,0,0,2009,2017
Ali Asad,UAE,2,2,2,73,2/35,60.0,36.5,3.65,0,0,2004,2004
DI Allan,Kenya,5,4,2,80,1/22,56.0,40.0,4.28,0,0,2011,2013
GJAF Aponso,Netherlands,5,5,2,257,1/57,121.0,128.5,6.37,0,0,1996,1996
Asad Ali,Pakistan,4,4,2,115,1/22,90.0,57.5,3.83,0,0,2013,2013
SV Bahutule,India,8,7,2,283,1/31,147.0,141.5,5.77,0,0,1997,2003
A Balbirnie,Ireland,64,3,2,68,1/26,30.0,34.0,6.8,0,0,2010,2019
MRCN Bandaratilleke,Sri Lanka,3,3,2,111,2/34,72.0,55.5,4.62,0,0,1998,1998
MD Bates,New Zealand,2,2,2,52,1/24,42.0,26.0,3.71,0,0,2012,2012
S Bau,Papua New Guinea,21,6,2,124,2/35,90.0,62.0,4.13,0,0,2016,2019
LS Bhandari,Nepal,1,1,2,43,2/43,27.0,21.5,4.77,0,0,2018,2018
DR Briggs,England,1,1,2,39,2/39,30.0,19.5,3.9,0,0,2012,2012
JE Brinkley,Scotland,5,3,2,117,1/29,84.0,58.5,4.17,0,0,1999,1999
BS Browne,West Indies,4,4,2,156,2/50,90.0,78.0,5.2,0,0,1994,1994
PH Carlson,Australia,4,3,2,70,1/21,84.0,35.0,2.5,0,0,1979,1979
DL Chahar,India,3,3,2,129,1/37,63.0,64.5,6.14,0,0,2018,2019
IM Chappell,Australia,16,2,2,23,2/14,21.0,11.5,3.28,0,0,1971,1980
GA Cope,England,2,2,2,35,1/16,56.0,17.5,1.87,0,0,1977,1978
CS Cowdrey,England,3,2,2,55,1/3,26.0,27.5,6.34,0,0,1985,1985
DJ Cullen,Australia,5,5,2,147,2/25,106.5,73.5,4.14,0,0,2006,2006
SM Curran,England,2,2,2,90,2/44,36.0,45.0,7.5,0,0,2018,2018
DDP D'Silva,UAE,3,2,2,71,2/20,51.0,35.5,4.17,0,0,2019,2019
D Daesrath,Canada,4,2,2,48,1/13,36.0,24.0,4.0,0,0,2012,2013
RR David,Canada,4,4,2,74,2/30,48.0,37.0,4.62,0,0,2008,2010
DLS de Silva,Sri Lanka,2,2,2,54,2/36,60.0,27.0,2.7,0,0,1979,1979
BR Dorey,Australia,4,4,2,146,1/12,81.0,73.0,5.4,0,0,2006,2006
F du Plessis,South Africa,143,11,2,189,1/8,96.0,94.5,5.9,0,0,2011,2019
CE Eksteen,South Africa,6,6,2,181,1/26,111.0,90.5,4.89,0,0,1991,1994
D Elgar,South Africa,8,4,2,67,1/11,48.0,33.5,4.18,0,0,2012,2018
KADM Fernando,Sri Lanka,1,1,2,13,2/13,21.0,6.5,1.85,0,0,2003,2003
MLC Foster,West Indies,2,1,2,22,2/22,15.0,11.0,4.4,0,0,1973,1973
RC Fredericks,West Indies,12,1,2,10,2/10,5.0,5.0,6.0,0,0,1973,1977
D Gamage,Sri Lanka,3,3,2,83,1/26,47.5,41.5,5.24,0,0,2003,2003
